object_id,object_type,case_id,ticker,company,fiscal_period,source_type,source_ref,section,speaker,topic,span_start_char,span_end_char,source_sha256,text_sha256,normalized_transcript_sha256,provenance_ref,provenance_hash,rights_tier,retrieval_priority,commit_allowed,raw_text_commit_allowed,raw_text_committed
sha256:6a74e6fffdf107b6693048c8f,event_aligned_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_f5359db1e8709bad.txt,prepared_remarks,management,prepared_remarks,81,258,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:defdf0b028473d5ac1f00681a660da60642f72fe243e68b70c590b4727a129da,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:beff92ccf7ac788f627ef6afe29fdfe7c24d104e94aaf1533f7feba7672302e5,safe_to_download,2,false,false,false
sha256:03ddcb1f5429964aa6f3ec8d2,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_2c821e5dcd341f43.txt,unknown,unknown,semantic_fallback,3861,6361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:03aff39c291a7f8d4ae0c784aeaa33e3bc316e0c567632df26868dced6bfd4da,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:dc3aed96be1d758b315a000ba0923e8e213e10385b68eb83337982802dd42646,safe_to_download,3,false,false,false
sha256:3ec0de23db1e93a69bb94fb8f,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_22c0d54e18de51e5.txt,unknown,unknown,semantic_fallback,6361,8861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:77cf4349efb895e39bf1bda0998cc49b5bdf3d3e6293002aeb09c61a5099a929,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:3d3f5b685d2ef0652ce187122c533a8915dfd27e60b3e072a0e66db6285a29d8,safe_to_download,3,false,false,false
sha256:8fa059171ee8c4df43d616c38,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_122acfd1b88ab3bb.txt,unknown,unknown,semantic_fallback,8861,11361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:d7bf92f2b0c8bea5f75249aab8d75894eb34a4820054a1229edf480b1ce2b5da,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:74d1ca3ce2fa5f19d3b917023e6d9fde984a9af9a70cb6a6834947ed95566c8b,safe_to_download,3,false,false,false
sha256:6b8f65fc3c3fafef1bd00085c,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_bf8eb119715ae0ea.txt,unknown,unknown,semantic_fallback,11361,13861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:91fbc50ea7960e2e91f31ef711f992921b011596d620dfb115ec98c92ac72a77,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:a0933588547d019ff9d3b88fa9a65874213f31db9b1c8fc5b2833ecb015a9668,safe_to_download,3,false,false,false
sha256:ba9649d66e93780d127c12252,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_791677fa917dc399.txt,unknown,unknown,semantic_fallback,13861,16361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:012b670920472570c6dac141bf67af655885290faaecdd529cab3f1aa2fbbe5f,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:692786960445913d0c2f9b349fd08cc301dc495cdac6291e33e386a51e7b6a77,safe_to_download,3,false,false,false
sha256:dacb7fa23b9d2915f0fd328d4,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_ed6f4e5a55326b86.txt,unknown,unknown,semantic_fallback,16361,18861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:71049809359d5d3656930802a93aa7eed53c546f657582b7a8a36facd2e295ba,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:53c6e89590ebf9326e76d58bad4187620ed44be6296fef59a6f3dcd95d4c0df4,safe_to_download,3,false,false,false
sha256:208ec0e9f9464fac1219a2bf6,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_13a19a5495bc29cf.txt,unknown,unknown,semantic_fallback,18861,21361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:5fb6c76e50954a347166ebfacfba091f9e7a5fed74984fe41ee6e65ed8b3dc2b,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:aeb74d50394dd581fb5644744f55d4229a27fd54f297ee718e85ee32e781986a,safe_to_download,3,false,false,false
sha256:8adce6e871b1d19331775b63b,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_8f9816ad402bd456.txt,unknown,unknown,semantic_fallback,21361,23861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:c765d6bcd7aa51a73c71ed0f3311b1fa6e9c42d0173f27246dad1d4ef928271c,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:d289888934bff57650d65c5517ea760d7db22516cccc20117fef0c998d583dfe,safe_to_download,3,false,false,false
sha256:9ed274948cd3e8c44fbd2b3e6,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_1c586b7dc2269b07.txt,unknown,unknown,semantic_fallback,23861,26361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:80aa772f87f985b56b250efc733e87947b3254c8735e98d7e781255042ecdbad,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:80b6ab38087282959a000c606fe6e3adf4e6eda550d46887768b2c100a945320,safe_to_download,3,false,false,false
sha256:7e571dc655a662d7d0e6362af,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_612d91492b401bae.txt,unknown,unknown,semantic_fallback,26361,28861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:0632a0e1f85c38a7a798ac61d05e1667ab4bca19e7f731086c04183674143b65,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:8ca23a9b13b70a951d088a5ba9140466d65b5f953f717cb74190b9bd653a09f4,safe_to_download,3,false,false,false
sha256:9931f6ac9f155a1d7d9659eff,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_6d63690b8f04cebc.txt,unknown,unknown,semantic_fallback,28861,31361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:95956ae30edb6fb6dede4848ad739fe36b20bb69aa9005430dfb6e562563986f,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:a7e24176f2022d254487fc4daf0dec7243bcc5dfe406efac35160d7d48d34063,safe_to_download,3,false,false,false
sha256:ca1531b7e30e5a12881ec53e7,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_858a290c69459591.txt,unknown,unknown,semantic_fallback,31361,33861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:8d325813f88fa58922789452b00b7e7e763a3c88074825061e88458af96a5996,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:60e123891f448e46344e76d31c9e10737df6f9a9634a1df4382767a9938bb278,safe_to_download,3,false,false,false
sha256:736cb8d1d0907040b01701551,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_37915db0cbbe77c8.txt,unknown,unknown,semantic_fallback,33861,36361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:dbb9f002922ecdb0447f5aac53b15209a4efb98d2c9002fb78f4427202350e4b,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:605f7fa82445032baa28d6a8dfc653b9c07e9778bd8def466794eb8d8eabb23c,safe_to_download,3,false,false,false
sha256:59af2c4306140bad852da5342,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_e07b2474183ca176.txt,unknown,unknown,semantic_fallback,36361,38861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:0cdcd5ef1ab6813bf02565900eef09c09dd1a1d0dab7753cc5f3604289291da2,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:e11c42981ffff13004c02f78c99743e42858545495c33230f1fd1fba053c960d,safe_to_download,3,false,false,false
sha256:f0bff1391f4f94737a35d1f5c,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_925767e265bc213b.txt,unknown,unknown,semantic_fallback,38861,41361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:504f1d52ba85cfff74c971258051a6c6860d6f3ddf1e3db59f2fb2780ed79d71,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:6a0f0689f4db554337fa07e6304cc6b85472529cd4bd3043ca938d6f1d404b28,safe_to_download,3,false,false,false
sha256:9dec66e8ef22fc707583a1666,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_ca22ab2ada7c2062.txt,unknown,unknown,semantic_fallback,41361,43861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:1524e87cef3dffa1a53bf4c6e2cc3811cf07887d59af123d508de765722cc676,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:73ebe6e798fa1903fbc85e39687485458d192e56df0532ebc9f2346fcfbaeb78,safe_to_download,3,false,false,false
sha256:51ad4570c724bd0319ec4a5fc,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_0afa43780ac130ef.txt,unknown,unknown,semantic_fallback,43861,46361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:d5c842630dcd6a9df2969299658b479648af523d22853f4d66c613f8bbfc29fe,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:34a7e8624bb153f539bb585fc024d1ea8dd1e5516d259623410c74ffe6e1f0f2,safe_to_download,3,false,false,false
sha256:7fd5f857671e398cf1bef483b,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_661d5584507a8dcb.txt,unknown,unknown,semantic_fallback,46361,48861,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:e39b048f5a9f1163b54a5b8718bc61091c54109020099b3a8c3da38b72db39d5,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:0d9c4e4038b9958d3e11985bde0843d635bba34b22ba4f650e275f7d1d960a82,safe_to_download,3,false,false,false
sha256:d39cea57bfe9fa4afb3c9cf4b,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_8454a09b294d22a6.txt,unknown,unknown,semantic_fallback,48861,51361,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:33adb2db07431c8c55eaefe9d8c568d6b45c91362e4102a6c4fc249a11c96d28,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:80c7077e7523f78cfbb198e9244c144ba7932d7dfc88c0b7b9aea1aed2fe28ee,safe_to_download,3,false,false,false
sha256:3276741c9ab290f478b1b5d55,semantic_chunk,hd_2024_q1,HD,The Home Depot Inc.,2024 Q1,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/chunks/transcript/chunk_0cd01c8cb331ae94.txt,unknown,unknown,semantic_fallback,51361,53614,sha256:b48b9ec8389b99458d711c7cba456aea95e5c70498700269b2aa04a90f8283ac,sha256:e569cf384da1949536e492bbb2a3c7a0d764b6aa71e2afb91791af35b6ad2174,sha256:5c2a7c417b3bce31569d7afbef2336185cc0d09592553cab16002a6f39475428,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q1/metadata/normalized_transcript.json,sha256:d47668589362198564666db3504cf5e43ae2af60e5489ac00396073036b98ea7,safe_to_download,3,false,false,false
sha256:14a1ebea6750513a0fb044c92,event_aligned_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_27c65c3874744776.txt,prepared_remarks,management,prepared_remarks,84,261,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:c57524459ab0d442ed23031fc2a23b6374a7828a286ffe3f960279bb592af160,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:7b76eb0fba8023f9c8b28947242bf9e72a110946c091d65f88dc25df91215aec,safe_to_download,2,false,false,false
sha256:505e173deb05a65b042648c8b,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_2f78d212316bcdda.txt,unknown,unknown,semantic_fallback,3862,6362,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:b03fedd3308de535569bd29b1bacab95e0d48042d5b498844e8e6577d2566525,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:bf9dff60636a70cbd0cb5aa4e0ed5c392b080eb7e3c26497752d7be8c828196e,safe_to_download,3,false,false,false
sha256:a92ee61b57772125e440cca82,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_7d6f949abfe0f0b1.txt,unknown,unknown,semantic_fallback,6362,8862,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:e775e13a506dcd7156e53e1180cddbd8c64c4e09271a1e685a647b8f25b1b449,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:d5bcd369999bb4da1507997f19f78a48d0230dfbe8acf7ba00525161dcb32ed2,safe_to_download,3,false,false,false
sha256:756f62fdf50a5b3f705c44cb3,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_64d47ba2da55c116.txt,unknown,unknown,semantic_fallback,8862,11362,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:e77bde87772ea4c497f1201d289057f5992f45183fd3cc9c645da39613d3dcf9,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:fd0f7149e904548d7b5d79f7f626cbe9bc7570fc27083b1ceaee146d578528c0,safe_to_download,3,false,false,false
sha256:00dba2a5f48a154eb567d11b3,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_940c0cd58fd4c302.txt,unknown,unknown,semantic_fallback,11362,13862,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:6eb455c37216bdc7697cceee1f5dd4d7d1536c0ea6c87e19a40c91ae42678da6,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:dcb358ad4e4674ed4eaa2f9fbdfe18442494895469805f8aab07fbc11241919b,safe_to_download,3,false,false,false
sha256:7c603a7268e20c59250eb12cd,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_22c2f710b3184daa.txt,unknown,unknown,semantic_fallback,13862,16362,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:be978a8cb0ddacf1b6840364cef497df71c171317c79ae3c9786f86a6d333e79,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:a62aad7f4b2acf14918c7b89394409a5ef6affdf8b809fd2c2fd2470dda57baf,safe_to_download,3,false,false,false
sha256:fc50e2a5aa8cd450116b4c380,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_f5110849ead725ac.txt,unknown,unknown,semantic_fallback,16362,18862,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:8620f35f4a36714f28e61a03a112e4702f065ea76d35b1fc57dfe46cb394aaa6,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:555a8ca2a2d52e019421d127cb111a065fff46485a4cecde29ffbbdfbf6ed7dc,safe_to_download,3,false,false,false
sha256:aaf80e448977968b5a9478602,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_298ca62da21bdf4a.txt,unknown,unknown,semantic_fallback,18862,21362,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:a24cd383c6bf6e1065239260eef5bbab3f9a0274b463787db20e4fc6c184ecd2,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:dec060c1a0b9e01a08bb521e24f30b5bf675f047b04ecc4a5b93805eec564d2e,safe_to_download,3,false,false,false
sha256:c55bbbfdc2113683e8619a37d,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_aa184ad2a2c346ec.txt,unknown,unknown,semantic_fallback,21362,23862,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:6b8013b6ef10e3372497df45c06a6c002167527b61962fbfb0a5533ee7672b6a,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:2fe4b71285d94eed12246804f7b5291206fbcb3a1fa2050b563237096cb1173e,safe_to_download,3,false,false,false
sha256:a2f5ac451a35e7314297b72ea,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_c0dc00ce729eb7ea.txt,unknown,unknown,semantic_fallback,23862,26362,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:df345e01fee69e9d13726a8ee3ab5a2bbbc07073e933a17d871739b2bc72be60,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:c5d890ee03307125c61ba772bda794966bac2d9732b7da6b179d1b5166974f91,safe_to_download,3,false,false,false
sha256:3498c9328a20ce88a2300e79e,semantic_chunk,hd_2024_q2,HD,The Home Depot Inc.,2024 Q2,manual_local_transcript_chunk,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/chunks/transcript/chunk_0d4ad3fd6ae3baf2.txt,unknown,unknown,semantic_fallback,26362,28862,sha256:3174638eac245995333789f2ecd92998ac55a9d590e6d5e13130d784923b04bf,sha256:ef2670f5a20f5fe0d08929ead2bf01b37d14ef52e13c49d0b81cf898da529151,sha256:7bf93f4dd4bf928ab5b77b112bd349d0f67a05a36747b9a4ccecccd8ecf4fb5b,/Users/keith/Desktop/earnings calls 100 samples/HD_The_Home_Depot_Inc/hd_2024_q2/metadata/normalized_transcript.json,sha256:270dde0c5dce1d8ca9def5b8b3860e6bb77c308d97f4136b8f92795ad498d65b,safe_to_download,3,false,false,false
