start,end,sentiment_score,rolling_mean_5,rolling_std_5,tone_change_z,is_change,text
0.0,12.308,0.9994732737541199,0.9994732737541199,0.0,0.0,False,"Thank you. Good afternoon and welcome to Meta Platforms third quarter 2022 earnings conference call. Joining me today to discuss our results are Mark Zuckerberg, CEO and Dave Wehner, CFO. Susan Li,"
12.308,66.154,-0.9192420840263367,0.0401155948638916,0.9593576788902283,-1.0,False,"will join Mark and Dave for the Q&A portion. Before we get started, I would like to take this opportunity to remind you that our remarks today will include forward‐looking statements. Actual results may differ materially from those contemplated by these forward‐looking statements. Factors that could cause these results to differ materially are set forth in today’s press release, and in our quarterly report on form 10‐Q filed with the SEC. Any forward‐looking statements that we make on this call are based on assumptions as of today and we undertake no obligation to update these statements as a result of new information or future events. During this call we may present both GAAP and non‐GAAP financial measures. A reconciliation of GAAP to non‐GAAP measures is included in today’s earnings press release."
66.154,77.308,0.9763270616531372,0.35218608379364014,0.8990851373213415,0.6941956350418717,False,"The press release and an accompanying investor presentation are available on our website at investor.fb.com. And now, I’d like to turn the call over to Mark."
77.308,127.693,0.9984034895896912,0.5137404352426529,0.8273844260864686,0.5857773473444459,False,"Hey everyone, thanks for joining today. Our community continued to grow this quarter. We now reach more than 3.7 billion people monthly across our family of apps. And while we continue to navigate some challenging dynamics -- a volatile macroeconomy, increasing competition, ads signal loss, and growing costs from our long-term investments -- I have to say that our product trends look better from what I see than some of the commentary I’ve seen suggests. There has been a bunch of speculation about engagement on our apps and what we’re seeing is more positive. On Facebook specifically, the number of people using the service each day is the highest it's ever been -- nearly 2 billion -- and engagement trends are strong. Instagram has more than 2 billion monthly actives."
127.693,186.155,0.9966264963150024,0.6103176474571228,0.7648271847292191,0.5050929890713144,False,"WhatsApp has more than 2 billion daily actives, also with the exciting trend that North America is now our fastest growing region. Across the family, some apps may be saturated in some countries or some demographics, but overall our apps continue to grow from a large base. We're also seeing engagement grow -- especially strong growth in Reels -- and I'll share more details around that when I discuss our product priorities shortly. In terms of our business, total revenue grew slightly this quarter on a constant currency basis. We’re still behind where I think we should be, but we believe that we will return to healthier revenue growth trends next year. That said, it’s not clear that the economy has stabilized yet so we’re planning our budget somewhat more conservatively. In 2023, we're going to focus our investments on a small number of high priority growth areas."
186.155,245.386,0.9940798282623291,0.6092389583587646,0.7642811792254236,0.5035330979804963,False,"So that means some teams will grow meaningfully, but most other teams will stay flat or shrink over the next year. In aggregate, we expect to end 2023 as either roughly the same size, or even a slightly smaller organization than we are today. Three of the primary areas we’re going to focus on are our AI discovery engine that’s powering Reels and other recommendation experiences, our ads and business messaging platforms, and our future vision for the metaverse. The internal indications I’ve seen suggest we're doing leading work and we’re on the right track with these investments, so I think we should keep investing heavily in these areas. As I've shared before, our goal is to grow Family of Apps operating income, such that even with our AI infrastructure and Reality Labs investments, we can still meaningfully grow our overall company operating income in the long run."
245.386,300.386,0.705374538898468,0.9341622829437256,0.11466518495983069,-1.9952677364572875,False,"Our current surge in capex is largely due to building out our AI infrastructure and we would expect capex to come down as a percent of revenue over the long term. We expect Reality Labs expenses will increase meaningfully again in 2023, with the biggest drivers of that being the launch of the next generation of our consumer Quest headset and hiring that's been done in 2022 but for which we'll be paying the first full year of salaries next year. More broadly, beyond 2023, we expect to pace Reality Labs investments to ensure that we can achieve our goal of growing overall company operating income. Our capital allocation philosophy over the long term is to allocate a portion of the profits generated from the Family of Apps towards these future focused areas while enabling greater return of capital to shareholders."
300.386,356.155,0.9977274537086487,0.9384423613548278,0.11654320248225135,0.508696269633139,False,"Now, I'd like to share some updates on the progress that we're seeing in these product areas. Our AI discovery engine is playing an increasingly important role across our products -- especially as advances enable us to recommend more interesting content from across our networks in feeds that used to be primarily driven just by the people and accounts you follow. This of course includes Reels, which continues to grow quickly across our apps -- both in production and consumption. There are now more than 140 billion Reels plays across Facebook and Instagram each day. That's a 50% increase from six months ago. Reels is incremental to time spent on our apps. The trends look good here, and we believe that we're gaining time spent share on competitors like TikTok. Over time, I expect a few things to set our products apart here."
356.155,409.617,-0.6054144501686096,0.6176787734031677,0.6218301554337969,-1.966924911704437,False,"First is that our discovery engine work allows us to recommend all types of content beyond Reels as well, including photos, text, links, communities, short and long-form videos, and more. Second is that we can mix this content alongside posts from your family and friends, which can't be generated by AI alone. Third, as more social interactions move to messaging, we're developing a flywheel between discovery and messaging that are going to make these apps stronger. On Instagram alone, people already reshare Reels 1 billion times a day through DMs. Moving to monetization, I've discussed in the past how the growth of short-form video creates near- term challenges since Reels doesn't monetize at the rate of feed or stories yet. That means as Reels grows, we're displacing revenue from higher-monetizing surfaces."
409.617,463.848,0.9898774027824402,0.6163289546966553,0.6210128893981416,0.6015148066376073,False,"I think this is clearly the right thing to do so that Reels can grow with the demand we're seeing, but closing this gap is also a high priority. Even with the progress we've made, we're still choosing to take a more than $500 million quarterly revenue headwind with this shift. But we expect to get to a more neutral place over the next 12-18 months. I mentioned last quarter that Instagram Reels had crossed $1 billion annual revenue run rate. We continue scaling monetization across both Instagram and Facebook, and the combined run rate across these apps is now $3 billion. Beyond Reels, messaging is another major monetization opportunity. Billions of people and millions of businesses use WhatsApp and Messenger every day, and we're confident we can connect them in ways that create valuable experiences."
